CityName,Potential,Domain,Group,Options,領域,選択肢群,選択肢,English,Japanese,Type,選択肢OLD
Utsunomiya,-135.69,Housing,Eco House,Insulation Renovation,住居,エコハウス,自宅を断熱リフォーム,Utsunomiya,宇都宮市,City,断熱リノベーション
Utsunomiya,-1457.67,Housing,Eco House,Nearly Zero Energy House,住居,エコハウス,自宅を準ゼロエネルギー住宅に,Utsunomiya,宇都宮市,City,準ゼロエネルギー住宅
Utsunomiya,-1849.16,Housing,Eco House,Zero Energy House,住居,エコハウス,自宅をゼロエネルギー住宅に,Utsunomiya,宇都宮市,City,ゼロエネルギー住宅
Utsunomiya,-2127.15,Housing,Eco House,Life Cycle Carbon Minus House,住居,エコハウス,自宅をライフサイクルカーボンマイナス住宅に,Utsunomiya,宇都宮市,City,ライフサイクルカーボンマイナス住宅
Utsunomiya,-249.51,Mobility,Compact City,Living Close to Services,移動,コンパクトシティ,コンパクトな街に住む,Utsunomiya,宇都宮市,City,コンパクトシティ
Utsunomiya,-347.08,Mobility,Compact City,Living Close to Workplace,移動,コンパクトシティ,自宅と職場・学校の距離を近く,Utsunomiya,宇都宮市,City,職住近接
Utsunomiya,-75.4,Mobility,Micro Leisure,Local Weekend,移動,マイクロツーリズム,週末を地元で過ごす,Utsunomiya,宇都宮市,City,地元で過ごす休日
Utsunomiya,-126.73,Mobility,Micro Leisure,Domestic Vacation,移動,マイクロツーリズム,休暇を国内で過ごす,Utsunomiya,宇都宮市,City,国内で過ごす休暇
Utsunomiya,-195.55,Mobility,Micro Leisure,Local Vacation,移動,マイクロツーリズム,休暇を近場で過ごす,Utsunomiya,宇都宮市,City,地元で過ごす休暇
Utsunomiya,-205.95,Mobility,Demand Reduction,Less Frequent Shopping,移動,移動需要削減,まとめ買いをする,Utsunomiya,宇都宮市,City,まとめ買い
Utsunomiya,-214.88,Mobility,Demand Reduction,Online Homecoming Visit,移動,移動需要削減,帰省をオンラインで,Utsunomiya,宇都宮市,City,オンライン帰省
Utsunomiya,-368.22,Mobility,Demand Reduction,Teleworking,移動,移動需要削減,テレワークの実施,Utsunomiya,宇都宮市,City,テレワーク
Utsunomiya,-13.34,Mobility,Modal Shift,Taxi Trips,移動,移動手段転換,タクシー移動をバス・自転車に,Utsunomiya,宇都宮市,City,タクシー移動の転換
Utsunomiya,-53.75,Mobility,Modal Shift,Domestic Flights,移動,移動手段転換,国内線の飛行機利用を列車に,Utsunomiya,宇都宮市,City,国内飛行機の転換
Utsunomiya,-264.76,Mobility,Modal Shift,Long Distance Trips,移動,移動手段転換,長距離移動を公共交通機関で,Utsunomiya,宇都宮市,City,長距離移動の転換
Utsunomiya,-325.88,Mobility,Modal Shift,Commuting Trips,移動,移動手段転換,通勤・通学を公共交通機関で,Utsunomiya,宇都宮市,City,通勤移動の転換
Utsunomiya,-562.57,Mobility,Modal Shift,In-city Private Trips,移動,移動手段転換,都市内移動を公共交通機関で,Utsunomiya,宇都宮市,City,都市内移動の転換
Utsunomiya,-202.5,Mobility,Vehicle Efficiency,Eco Driving,移動,自動車効率改善,エコドライブを行う,Utsunomiya,宇都宮市,City,エコドライブ
Utsunomiya,-170.7,Mobility,Vehicle Efficiency,Light Vehicle,移動,自動車効率改善,マイカーを軽自動車に,Utsunomiya,宇都宮市,City,軽自動車
Utsunomiya,-250.5,Mobility,Vehicle Efficiency,Non-plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをハイブリッド車に,Utsunomiya,宇都宮市,City,ハイブリッド車
Utsunomiya,-325.49,Mobility,Vehicle Efficiency,Electric Vehicle,移動,自動車効率改善,マイカーを電気自動車に,Utsunomiya,宇都宮市,City,電気自動車
Utsunomiya,-329.46,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをＰＨＥＶに,Utsunomiya,宇都宮市,City,プラグインハイブリッド車
Utsunomiya,-511.89,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle (RE),移動,自動車効率改善,マイカーをＰＨＥＶに（充電は再エネで）,Utsunomiya,宇都宮市,City,プラグインハイブリッド車（再エネ充電）
Utsunomiya,-629.38,Mobility,Vehicle Efficiency,Electric Vehicle (RE),移動,自動車効率改善,マイカーを電気自動車に（充電は再エネで）,Utsunomiya,宇都宮市,City,電気自動車（再エネ充電）
Utsunomiya,-286.39,Mobility,Vehicle Sharing,Carsharing,移動,自動車シェアリング,カーシェアリング,Utsunomiya,宇都宮市,City,カーシェアリング
Utsunomiya,-688.45,Mobility,Vehicle Sharing,Ridesharing,移動,自動車シェアリング,ライドシェアリング,Utsunomiya,宇都宮市,City,ライドシェアリング
Maebashi,-18.71,Other,Material Sufficiency,E-Books,その他,物質の充足性,電子書籍の利用,Maebashi,前橋市,City,電子書籍
Maebashi,-95.6,Other,Material Sufficiency,Consumables Saving,その他,物質の充足性,消耗品を節約する,Maebashi,前橋市,City,消耗品の節約
Maebashi,-30.47,Other,Durability and Repair,Furniture Longer Use,その他,長期使用と修理,家具を長く使う,Maebashi,前橋市,City,家具の長期使用
Maebashi,-26.4,Other,Durability and Repair,Accessory Longer Use,その他,長期使用と修理,装飾品を長く使う,Maebashi,前橋市,City,装飾品の長期使用
Maebashi,-58.98,Other,Durability and Repair,Electronics Longer Use,その他,長期使用と修理,小型家電を長く使う,Maebashi,前橋市,City,電気製品の長期使用
Maebashi,-115.78,Other,Durability and Repair,Hobby Products Longer Use,その他,長期使用と修理,娯楽用品を長く使う,Maebashi,前橋市,City,趣味製品の長期使用
Maebashi,-187.6,Other,Durability and Repair,Clothes Longer Use,その他,長期使用と修理,衣類を長く着る,Maebashi,前橋市,City,衣類の長期使用
Maebashi,-122.34,Other,Decarbonized Leisure and Service,Healthy Lifestyles,その他,脱炭素レジャー・サービス,アルコールとたばこを控える,Maebashi,前橋市,City,健康的な生活
Maebashi,-113.42,Other,Decarbonized Leisure and Service,Eco Tourism,その他,脱炭素レジャー・サービス,旅行サービスをエコに,Maebashi,前橋市,City,エコツーリズム
Maebashi,-254.29,Other,Decarbonized Leisure and Service,Community Recreation,その他,脱炭素レジャー・サービス,レジャーをアウトドアや地域で,Maebashi,前橋市,City,コミュニティーでの休暇
Maebashi,-8.72,Food,Seasonal and Local Food,Local Food,食,季節・地元の食材,地元で採れた野菜や果物を食べる,Maebashi,前橋市,City,地産地消
Maebashi,-40.57,Food,Seasonal and Local Food,Seasonal Food,食,季節・地元の食材,旬の野菜や果物を食べる,Maebashi,前橋市,City,旬産旬消
Maebashi,-51.25,Food,Food Loss,Food Loss Reduction,食,フードロス,食品ロスをゼロに,Maebashi,前橋市,City,フードロス削減
Maebashi,-52.64,Food,Protein Shift,Pollotarian Diet,食,たんぱく源の転換,食事の肉類を鶏肉のみに,Maebashi,前橋市,City,白身肉への転換
Maebashi,-52.78,Food,Protein Shift,Pescatarian Diet,食,たんぱく源の転換,食事の肉類を魚に,Maebashi,前橋市,City,ペスカタリアン食
Maebashi,-146.4,Food,Protein Shift,Alternative Meat,食,たんぱく源の転換,食事の肉類を代替肉に,Maebashi,前橋市,City,代替肉製品への転換
Maebashi,-125.82,Food,Dietary Shift,Food Guide Snacks/Drinks,食,食生活の転換,菓子・アルコール・ジュースを減らす,Maebashi,前橋市,City,健康的な食生活（菓子・飲料）
Maebashi,-78.74,Food,Dietary Shift,Food Guide Meal,食,食生活の転換,バランスの取れた食事に,Maebashi,前橋市,City,健康的な食生活（食事）
Maebashi,-174.21,Food,Dietary Shift,Vegetarian Diet,食,食生活の転換,食事を菜食（ベジタリアン）に,Maebashi,前橋市,City,菜食（ベジタリアン）
Maebashi,-279.86,Food,Dietary Shift,Vegan Diet,食,食生活の転換,食事を完全菜食（ヴィーガン）に,Maebashi,前橋市,City,完全菜食（ヴィーガン）
Maebashi,-51.6,Housing,Energy Behavior,Energy Saving by Nudging,住居,エネルギー節約行動,ナッジによる省エネ,Maebashi,前橋市,City,ナッジングによるエネルギー節約
Maebashi,-97.81,Housing,Energy Behavior,Warm/Cool Clothes,住居,エネルギー節約行動,自宅でウォーム・クールビズ,Maebashi,前橋市,City,自宅でウォーム・クールビズ
Maebashi,-79.55,Housing,Appliances,LED Lighting,住居,効率的な住宅設備,自宅の電球をLEDに,Maebashi,前橋市,City,LED照明
Maebashi,-99.62,Housing,Appliances,Air Conditioner,住居,効率的な住宅設備,自宅の暖房をエアコンだけに,Maebashi,前橋市,City,エアコン
Maebashi,-112.6,Housing,Appliances,Water Heat Pump,住居,効率的な住宅設備,ヒートポンプによる温水供給,Maebashi,前橋市,City,ヒートポンプによる温水供給
Maebashi,-203.91,Housing,Housing Sufficiency,Compact House,住居,住居の充足性,自宅をコンパクトに,Maebashi,前橋市,City,コンパクトな住居
Maebashi,-165.42,Housing,Renewable Energy,Solar Water Heater,住居,再生可能エネルギー,自宅に太陽熱温水器を導入,Maebashi,前橋市,City,太陽光温水供給
Maebashi,-1052.65,Housing,Renewable Energy,Renewable Grid Electricity,住居,再生可能エネルギー,自宅の電力を再エネに,Maebashi,前橋市,City,再生可能エネルギー系統電力
Maebashi,-1089.7,Housing,Renewable Energy,Rooftop Solar PV,住居,再生可能エネルギー,自宅に太陽光パネル設置,Maebashi,前橋市,City,屋上太陽光パネル
Maebashi,-1165.58,Housing,Renewable Energy,Rooftop Solar PV (IH),住居,再生可能エネルギー,自宅に太陽光パネル設置・調理器をIHに,Maebashi,前橋市,City,屋上太陽光パネル（IH調理器併用）
Maebashi,-40.42,Housing,Eco House,Window Insulation,住居,エコハウス,自宅の窓を二重窓に,Maebashi,前橋市,City,窓の断熱
Maebashi,-123.21,Housing,Eco House,Insulation Renovation,住居,エコハウス,自宅を断熱リフォーム,Maebashi,前橋市,City,断熱リノベーション
Maebashi,-1249.46,Housing,Eco House,Nearly Zero Energy House,住居,エコハウス,自宅を準ゼロエネルギー住宅に,Maebashi,前橋市,City,準ゼロエネルギー住宅
Maebashi,-1583.63,Housing,Eco House,Zero Energy House,住居,エコハウス,自宅をゼロエネルギー住宅に,Maebashi,前橋市,City,ゼロエネルギー住宅
Maebashi,-1821.81,Housing,Eco House,Life Cycle Carbon Minus House,住居,エコハウス,自宅をライフサイクルカーボンマイナス住宅に,Maebashi,前橋市,City,ライフサイクルカーボンマイナス住宅
Maebashi,-235.61,Mobility,Compact City,Living Close to Services,移動,コンパクトシティ,コンパクトな街に住む,Maebashi,前橋市,City,コンパクトシティ
Maebashi,-339.58,Mobility,Compact City,Living Close to Workplace,移動,コンパクトシティ,自宅と職場・学校の距離を近く,Maebashi,前橋市,City,職住近接
Maebashi,-75.38,Mobility,Micro Leisure,Local Weekend,移動,マイクロツーリズム,週末を地元で過ごす,Maebashi,前橋市,City,地元で過ごす休日
Maebashi,-119.87,Mobility,Micro Leisure,Domestic Vacation,移動,マイクロツーリズム,休暇を国内で過ごす,Maebashi,前橋市,City,国内で過ごす休暇
Maebashi,-194.2,Mobility,Micro Leisure,Local Vacation,移動,マイクロツーリズム,休暇を近場で過ごす,Maebashi,前橋市,City,地元で過ごす休暇
Maebashi,-206.97,Mobility,Demand Reduction,Less Frequent Shopping,移動,移動需要削減,まとめ買いをする,Maebashi,前橋市,City,まとめ買い
Maebashi,-212.04,Mobility,Demand Reduction,Online Homecoming Visit,移動,移動需要削減,帰省をオンラインで,Maebashi,前橋市,City,オンライン帰省
Maebashi,-350.02,Mobility,Demand Reduction,Teleworking,移動,移動需要削減,テレワークの実施,Maebashi,前橋市,City,テレワーク
Maebashi,-7.39,Mobility,Modal Shift,Taxi Trips,移動,移動手段転換,タクシー移動をバス・自転車に,Maebashi,前橋市,City,タクシー移動の転換
Maebashi,-54.71,Mobility,Modal Shift,Domestic Flights,移動,移動手段転換,国内線の飛行機利用を列車に,Maebashi,前橋市,City,国内飛行機の転換
Maebashi,-264.22,Mobility,Modal Shift,Long Distance Trips,移動,移動手段転換,長距離移動を公共交通機関で,Maebashi,前橋市,City,長距離移動の転換
Maebashi,-324.87,Mobility,Modal Shift,Commuting Trips,移動,移動手段転換,通勤・通学を公共交通機関で,Maebashi,前橋市,City,通勤移動の転換
Maebashi,-561.41,Mobility,Modal Shift,In-city Private Trips,移動,移動手段転換,都市内移動を公共交通機関で,Maebashi,前橋市,City,都市内移動の転換
Maebashi,-201.75,Mobility,Vehicle Efficiency,Eco Driving,移動,自動車効率改善,エコドライブを行う,Maebashi,前橋市,City,エコドライブ
Maebashi,-168.95,Mobility,Vehicle Efficiency,Light Vehicle,移動,自動車効率改善,マイカーを軽自動車に,Maebashi,前橋市,City,軽自動車
Maebashi,-247.76,Mobility,Vehicle Efficiency,Non-plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをハイブリッド車に,Maebashi,前橋市,City,ハイブリッド車
Maebashi,-319.78,Mobility,Vehicle Efficiency,Electric Vehicle,移動,自動車効率改善,マイカーを電気自動車に,Maebashi,前橋市,City,電気自動車
Maebashi,-324.82,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをＰＨＥＶに,Maebashi,前橋市,City,プラグインハイブリッド車
Maebashi,-505.38,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle (RE),移動,自動車効率改善,マイカーをＰＨＥＶに（充電は再エネで）,Maebashi,前橋市,City,プラグインハイブリッド車（再エネ充電）
Maebashi,-620.56,Mobility,Vehicle Efficiency,Electric Vehicle (RE),移動,自動車効率改善,マイカーを電気自動車に（充電は再エネで）,Maebashi,前橋市,City,電気自動車（再エネ充電）
Maebashi,-281.02,Mobility,Vehicle Sharing,Carsharing,移動,自動車シェアリング,カーシェアリング,Maebashi,前橋市,City,カーシェアリング
Maebashi,-682.87,Mobility,Vehicle Sharing,Ridesharing,移動,自動車シェアリング,ライドシェアリング,Maebashi,前橋市,City,ライドシェアリング
Saitama,-25.8,Other,Material Sufficiency,E-Books,その他,物質の充足性,電子書籍の利用,Saitama,さいたま市,City,電子書籍
Saitama,-109.65,Other,Material Sufficiency,Consumables Saving,その他,物質の充足性,消耗品を節約する,Saitama,さいたま市,City,消耗品の節約
Saitama,-30.79,Other,Durability and Repair,Furniture Longer Use,その他,長期使用と修理,家具を長く使う,Saitama,さいたま市,City,家具の長期使用
Saitama,-44,Other,Durability and Repair,Accessory Longer Use,その他,長期使用と修理,装飾品を長く使う,Saitama,さいたま市,City,装飾品の長期使用
Saitama,-65.05,Other,Durability and Repair,Electronics Longer Use,その他,長期使用と修理,小型家電を長く使う,Saitama,さいたま市,City,電気製品の長期使用
Saitama,-129.02,Other,Durability and Repair,Hobby Products Longer Use,その他,長期使用と修理,娯楽用品を長く使う,Saitama,さいたま市,City,趣味製品の長期使用
Saitama,-280.41,Other,Durability and Repair,Clothes Longer Use,その他,長期使用と修理,衣類を長く着る,Saitama,さいたま市,City,衣類の長期使用
Saitama,-237.31,Other,Decarbonized Leisure and Service,Healthy Lifestyles,その他,脱炭素レジャー・サービス,アルコールとたばこを控える,Saitama,さいたま市,City,健康的な生活
Saitama,-114.33,Other,Decarbonized Leisure and Service,Eco Tourism,その他,脱炭素レジャー・サービス,旅行サービスをエコに,Saitama,さいたま市,City,エコツーリズム
Saitama,-276.31,Other,Decarbonized Leisure and Service,Community Recreation,その他,脱炭素レジャー・サービス,レジャーをアウトドアや地域で,Saitama,さいたま市,City,コミュニティーでの休暇
Saitama,-10.06,Food,Seasonal and Local Food,Local Food,食,季節・地元の食材,地元で採れた野菜や果物を食べる,Saitama,さいたま市,City,地産地消
Saitama,-45.08,Food,Seasonal and Local Food,Seasonal Food,食,季節・地元の食材,旬の野菜や果物を食べる,Saitama,さいたま市,City,旬産旬消
Saitama,-71.14,Food,Food Loss,Food Loss Reduction,食,フードロス,食品ロスをゼロに,Saitama,さいたま市,City,フードロス削減
Saitama,-65.29,Food,Protein Shift,Pollotarian Diet,食,たんぱく源の転換,食事の肉類を鶏肉のみに,Saitama,さいたま市,City,白身肉への転換
Saitama,-64.8,Food,Protein Shift,Pescatarian Diet,食,たんぱく源の転換,食事の肉類を魚に,Saitama,さいたま市,City,ペスカタリアン食
Saitama,-186.76,Food,Protein Shift,Alternative Meat,食,たんぱく源の転換,食事の肉類を代替肉に,Saitama,さいたま市,City,代替肉製品への転換
Saitama,-153.01,Food,Dietary Shift,Food Guide Snacks/Drinks,食,食生活の転換,菓子・アルコール・ジュースを減らす,Saitama,さいたま市,City,健康的な食生活（菓子・飲料）
Saitama,-131.41,Food,Dietary Shift,Food Guide Meal,食,食生活の転換,バランスの取れた食事に,Saitama,さいたま市,City,健康的な食生活（食事）
Saitama,-215.05,Food,Dietary Shift,Vegetarian Diet,食,食生活の転換,食事を菜食（ベジタリアン）に,Saitama,さいたま市,City,菜食（ベジタリアン）
Saitama,-338.56,Food,Dietary Shift,Vegan Diet,食,食生活の転換,食事を完全菜食（ヴィーガン）に,Saitama,さいたま市,City,完全菜食（ヴィーガン）
Saitama,-66.36,Housing,Energy Behavior,Energy Saving by Nudging,住居,エネルギー節約行動,ナッジによる省エネ,Saitama,さいたま市,City,ナッジングによるエネルギー節約
Saitama,-110.43,Housing,Energy Behavior,Warm/Cool Clothes,住居,エネルギー節約行動,自宅でウォーム・クールビズ,Saitama,さいたま市,City,自宅でウォーム・クールビズ
Saitama,-99.49,Housing,Appliances,LED Lighting,住居,効率的な住宅設備,自宅の電球をLEDに,Saitama,さいたま市,City,LED照明
Saitama,-107.19,Housing,Appliances,Air Conditioner,住居,効率的な住宅設備,自宅の暖房をエアコンだけに,Saitama,さいたま市,City,エアコン
Saitama,-179.89,Housing,Appliances,Water Heat Pump,住居,効率的な住宅設備,ヒートポンプによる温水供給,Saitama,さいたま市,City,ヒートポンプによる温水供給
Saitama,-245.54,Housing,Housing Sufficiency,Compact House,住居,住居の充足性,自宅をコンパクトに,Saitama,さいたま市,City,コンパクトな住居
Saitama,-244.29,Housing,Renewable Energy,Solar Water Heater,住居,再生可能エネルギー,自宅に太陽熱温水器を導入,Saitama,さいたま市,City,太陽光温水供給
Saitama,-1305.33,Housing,Renewable Energy,Renewable Grid Electricity,住居,再生可能エネルギー,自宅の電力を再エネに,Saitama,さいたま市,City,再生可能エネルギー系統電力
Saitama,-1351.27,Housing,Renewable Energy,Rooftop Solar PV,住居,再生可能エネルギー,自宅に太陽光パネル設置,Saitama,さいたま市,City,屋上太陽光パネル
Saitama,-1469.34,Housing,Renewable Energy,Rooftop Solar PV (IH),住居,再生可能エネルギー,自宅に太陽光パネル設置・調理器をIHに,Saitama,さいたま市,City,屋上太陽光パネル（IH調理器併用）
Saitama,-45.63,Housing,Eco House,Window Insulation,住居,エコハウス,自宅の窓を二重窓に,Saitama,さいたま市,City,窓の断熱
Saitama,-139.1,Housing,Eco House,Insulation Renovation,住居,エコハウス,自宅を断熱リフォーム,Saitama,さいたま市,City,断熱リノベーション
Saitama,-1605.09,Housing,Eco House,Nearly Zero Energy House,住居,エコハウス,自宅を準ゼロエネルギー住宅に,Saitama,さいたま市,City,準ゼロエネルギー住宅
Saitama,-2041.27,Housing,Eco House,Zero Energy House,住居,エコハウス,自宅をゼロエネルギー住宅に,Saitama,さいたま市,City,ゼロエネルギー住宅
Saitama,-2354.05,Housing,Eco House,Life Cycle Carbon Minus House,住居,エコハウス,自宅をライフサイクルカーボンマイナス住宅に,Saitama,さいたま市,City,ライフサイクルカーボンマイナス住宅
Saitama,-167.78,Mobility,Compact City,Living Close to Services,移動,コンパクトシティ,コンパクトな街に住む,Saitama,さいたま市,City,コンパクトシティ
Saitama,-197.23,Mobility,Compact City,Living Close to Workplace,移動,コンパクトシティ,自宅と職場・学校の距離を近く,Saitama,さいたま市,City,職住近接
Saitama,-75.74,Mobility,Micro Leisure,Local Weekend,移動,マイクロツーリズム,週末を地元で過ごす,Saitama,さいたま市,City,地元で過ごす休日
Saitama,-79.55,Mobility,Micro Leisure,Domestic Vacation,移動,マイクロツーリズム,休暇を国内で過ごす,Saitama,さいたま市,City,国内で過ごす休暇
Saitama,-148.66,Mobility,Micro Leisure,Local Vacation,移動,マイクロツーリズム,休暇を近場で過ごす,Saitama,さいたま市,City,地元で過ごす休暇
Saitama,-101.84,Mobility,Demand Reduction,Less Frequent Shopping,移動,移動需要削減,まとめ買いをする,Saitama,さいたま市,City,まとめ買い
Saitama,-159.25,Mobility,Demand Reduction,Online Homecoming Visit,移動,移動需要削減,帰省をオンラインで,Saitama,さいたま市,City,オンライン帰省
Saitama,-237.91,Mobility,Demand Reduction,Teleworking,移動,移動需要削減,テレワークの実施,Saitama,さいたま市,City,テレワーク
Saitama,-18.48,Mobility,Modal Shift,Taxi Trips,移動,移動手段転換,タクシー移動をバス・自転車に,Saitama,さいたま市,City,タクシー移動の転換
Saitama,-53.66,Mobility,Modal Shift,Domestic Flights,移動,移動手段転換,国内線の飛行機利用を列車に,Saitama,さいたま市,City,国内飛行機の転換
Saitama,-137.76,Mobility,Modal Shift,Long Distance Trips,移動,移動手段転換,長距離移動を公共交通機関で,Saitama,さいたま市,City,長距離移動の転換
Saitama,-178.92,Mobility,Modal Shift,Commuting Trips,移動,移動手段転換,通勤・通学を公共交通機関で,Saitama,さいたま市,City,通勤移動の転換
Saitama,-292.72,Mobility,Modal Shift,In-city Private Trips,移動,移動手段転換,都市内移動を公共交通機関で,Saitama,さいたま市,City,都市内移動の転換
Saitama,-103.07,Mobility,Vehicle Efficiency,Eco Driving,移動,自動車効率改善,エコドライブを行う,Saitama,さいたま市,City,エコドライブ
Saitama,-89.08,Mobility,Vehicle Efficiency,Light Vehicle,移動,自動車効率改善,マイカーを軽自動車に,Saitama,さいたま市,City,軽自動車
Saitama,-131.06,Mobility,Vehicle Efficiency,Non-plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをハイブリッド車に,Saitama,さいたま市,City,ハイブリッド車
Saitama,-174.56,Mobility,Vehicle Efficiency,Electric Vehicle,移動,自動車効率改善,マイカーを電気自動車に,Saitama,さいたま市,City,電気自動車
Saitama,-174.45,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをＰＨＥＶに,Saitama,さいたま市,City,プラグインハイブリッド車
Saitama,-269.65,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle (RE),移動,自動車効率改善,マイカーをＰＨＥＶに（充電は再エネで）,Saitama,さいたま市,City,プラグインハイブリッド車（再エネ充電）
Saitama,-333.14,Mobility,Vehicle Efficiency,Electric Vehicle (RE),移動,自動車効率改善,マイカーを電気自動車に（充電は再エネで）,Saitama,さいたま市,City,電気自動車（再エネ充電）
Saitama,-169.28,Mobility,Vehicle Sharing,Carsharing,移動,自動車シェアリング,カーシェアリング,Saitama,さいたま市,City,カーシェアリング
Saitama,-356.37,Mobility,Vehicle Sharing,Ridesharing,移動,自動車シェアリング,ライドシェアリング,Saitama,さいたま市,City,ライドシェアリング
Chiba,-21.63,Other,Material Sufficiency,E-Books,その他,物質の充足性,電子書籍の利用,Chiba,千葉市,City,電子書籍
Chiba,-113.14,Other,Material Sufficiency,Consumables Saving,その他,物質の充足性,消耗品を節約する,Chiba,千葉市,City,消耗品の節約
Chiba,-26.29,Other,Durability and Repair,Furniture Longer Use,その他,長期使用と修理,家具を長く使う,Chiba,千葉市,City,家具の長期使用
Chiba,-36.95,Other,Durability and Repair,Accessory Longer Use,その他,長期使用と修理,装飾品を長く使う,Chiba,千葉市,City,装飾品の長期使用
Chiba,-54.14,Other,Durability and Repair,Electronics Longer Use,その他,長期使用と修理,小型家電を長く使う,Chiba,千葉市,City,電気製品の長期使用
Chiba,-119.77,Other,Durability and Repair,Hobby Products Longer Use,その他,長期使用と修理,娯楽用品を長く使う,Chiba,千葉市,City,趣味製品の長期使用
Chiba,-220.17,Other,Durability and Repair,Clothes Longer Use,その他,長期使用と修理,衣類を長く着る,Chiba,千葉市,City,衣類の長期使用
Chiba,-197.41,Other,Decarbonized Leisure and Service,Healthy Lifestyles,その他,脱炭素レジャー・サービス,アルコールとたばこを控える,Chiba,千葉市,City,健康的な生活
Chiba,-113.17,Other,Decarbonized Leisure and Service,Eco Tourism,その他,脱炭素レジャー・サービス,旅行サービスをエコに,Chiba,千葉市,City,エコツーリズム
Chiba,-281.01,Other,Decarbonized Leisure and Service,Community Recreation,その他,脱炭素レジャー・サービス,レジャーをアウトドアや地域で,Chiba,千葉市,City,コミュニティーでの休暇
Chiba,-8.6,Food,Seasonal and Local Food,Local Food,食,季節・地元の食材,地元で採れた野菜や果物を食べる,Chiba,千葉市,City,地産地消
Chiba,-39.35,Food,Seasonal and Local Food,Seasonal Food,食,季節・地元の食材,旬の野菜や果物を食べる,Chiba,千葉市,City,旬産旬消
Chiba,-62.47,Food,Food Loss,Food Loss Reduction,食,フードロス,食品ロスをゼロに,Chiba,千葉市,City,フードロス削減
Chiba,-72.44,Food,Protein Shift,Pollotarian Diet,食,たんぱく源の転換,食事の肉類を鶏肉のみに,Chiba,千葉市,City,白身肉への転換
Chiba,-76.33,Food,Protein Shift,Pescatarian Diet,食,たんぱく源の転換,食事の肉類を魚に,Chiba,千葉市,City,ペスカタリアン食
Chiba,-184.35,Food,Protein Shift,Alternative Meat,食,たんぱく源の転換,食事の肉類を代替肉に,Chiba,千葉市,City,代替肉製品への転換
Chiba,-153.71,Food,Dietary Shift,Food Guide Snacks/Drinks,食,食生活の転換,菓子・アルコール・ジュースを減らす,Chiba,千葉市,City,健康的な食生活（菓子・飲料）
Chiba,-127.54,Food,Dietary Shift,Food Guide Meal,食,食生活の転換,バランスの取れた食事に,Chiba,千葉市,City,健康的な食生活（食事）
Chiba,-233.81,Food,Dietary Shift,Vegetarian Diet,食,食生活の転換,食事を菜食（ベジタリアン）に,Chiba,千葉市,City,菜食（ベジタリアン）
Chiba,-349.31,Food,Dietary Shift,Vegan Diet,食,食生活の転換,食事を完全菜食（ヴィーガン）に,Chiba,千葉市,City,完全菜食（ヴィーガン）
Chiba,-52.19,Housing,Energy Behavior,Energy Saving by Nudging,住居,エネルギー節約行動,ナッジによる省エネ,Chiba,千葉市,City,ナッジングによるエネルギー節約
Chiba,-89,Housing,Energy Behavior,Warm/Cool Clothes,住居,エネルギー節約行動,自宅でウォーム・クールビズ,Chiba,千葉市,City,自宅でウォーム・クールビズ
Chiba,-74.61,Housing,Appliances,LED Lighting,住居,効率的な住宅設備,自宅の電球をLEDに,Chiba,千葉市,City,LED照明
Chiba,-90.66,Housing,Appliances,Air Conditioner,住居,効率的な住宅設備,自宅の暖房をエアコンだけに,Chiba,千葉市,City,エアコン
Chiba,-147.58,Housing,Appliances,Water Heat Pump,住居,効率的な住宅設備,ヒートポンプによる温水供給,Chiba,千葉市,City,ヒートポンプによる温水供給
Chiba,-220.72,Housing,Housing Sufficiency,Compact House,住居,住居の充足性,自宅をコンパクトに,Chiba,千葉市,City,コンパクトな住居
Chiba,-200.38,Housing,Renewable Energy,Solar Water Heater,住居,再生可能エネルギー,自宅に太陽熱温水器を導入,Chiba,千葉市,City,太陽光温水供給
Chiba,-998.83,Housing,Renewable Energy,Renewable Grid Electricity,住居,再生可能エネルギー,自宅の電力を再エネに,Chiba,千葉市,City,再生可能エネルギー系統電力
Chiba,-1033.99,Housing,Renewable Energy,Rooftop Solar PV,住居,再生可能エネルギー,自宅に太陽光パネル設置,Chiba,千葉市,City,屋上太陽光パネル
Chiba,-1123.54,Housing,Renewable Energy,Rooftop Solar PV (IH),住居,再生可能エネルギー,自宅に太陽光パネル設置・調理器をIHに,Chiba,千葉市,City,屋上太陽光パネル（IH調理器併用）
Chiba,-36.78,Housing,Eco House,Window Insulation,住居,エコハウス,自宅の窓を二重窓に,Chiba,千葉市,City,窓の断熱
Chiba,-112.11,Housing,Eco House,Insulation Renovation,住居,エコハウス,自宅を断熱リフォーム,Chiba,千葉市,City,断熱リノベーション
